,Instance,Inst_Type,DptModule,CtyModule,DmdModule,1.NumberCities,2.SD_DistMat,3.XCent,4.YCent,5.Radius_PS,6.FracDistinctDist,7.SD_NNDist,8.CV_NNDist,9.Ratio_ClustCities,10.Ratio_OutlierCities,11.Ratio_EdgerCities,12.NumberClusters,13.MeanClustRadius,14.XDepot,15.YDepot,16.SD_Demand,17.Ratio_DemCap,18.Ratio_MaxclustdemCap,19.Ratio_OutlierdemDem,20.Ratio_MaxcitydemDem,21.AvgRouteLength,22.Area_PS,23.MinNumberTrucks,L1.CWSoln,L2.SPSoln,L3.GASoln,L4.SOMSoln,Label
1327,instance222-n120-k7-REU,REU,R,E,U,119,120.51770357118063,240.0,250.0,187.18934341266186,0.02,0.1150483587173976,0.005749398802885397,0.04201680672268908,0.0,0.08403361344537816,5,120.95652173913044,256,234,6.938893903907227e-18,1.0,1.4117647058823528,0.0,0.05882352941176471,17.0,184000,7,5101.60662254423,5029.831626011664,7093,4892.378639149056,SOM
1328,instance2219-n40-k6-EESvlr,EESvlr,E,E,Svlr,39,124.68276371887742,248.0,250.0,185.6373571234711,0.05,6.891998402819178,0.10924122557667452,0.02564102564102564,0.0,0.1282051282051282,1,185.6373571234711,0,0,0.06361383811716405,0.8518518518518519,5.111111111111111,0.0,0.2222222222222222,6.5,209250,6,5881.342253707996,6630.485490157382,6215,5912.737435412368,CW
1329,instance2220-n40-k3-CCQ,CCQ,C,C,Q,39,116.42842974706207,206.5,246.0,145.29973263276122,0.95,23.967611021107025,0.6883693510151545,0.10256410256410256,0.1282051282051282,0.1794871794871795,4,48.30193899849875,250,250,0.013315549726519264,0.9113178294573644,1.292093023255814,0.1306566859476012,0.09023255813953487,13.0,178162,3,2522.754126225791,2537.185090765812,2426,2322.326876658618,SOM
1330,instance2221-n135-k9-CRcLvlr,CRcLvlr,C,Rc,Lvlr,134,124.3051738659277,250.0,247.0,191.60136324232528,0.78,12.166060562967392,0.6003442228940692,0.07462686567164177,0.26119402985074625,0.1865671641791045,10,32.06222712866362,250,250,0.03007935760660335,0.929420790180284,1.5949367088607596,0.28133168248727475,0.1150747986191024,14.888888888888891,242064,9,6589.259353877391,6465.90683299119,9023,6285.0961682575335,SOM
1331,instance2222-n145-k11-REQ,REQ,R,E,Q,144,122.0930392811562,246.0,250.0,188.89390256890948,0.01,0.3977487397997474,0.023461678573654214,0.034722222222222224,0.0,0.06944444444444445,5,123.37561576354679,167,242,0.013886642075439964,0.9266062884483938,2.1644736842105257,0.0,0.09398496240601503,13.090909090909092,190400,11,6815.943876426375,7153.888614922708,10365,6844.4919905517745,CW
1332,instance2224-n95-k8-ECMsfl,ECMsfl,E,C,Msfl,94,106.24941855557311,235.0,215.0,148.148307820886,0.78,14.526493210619867,0.8140771114068888,0.010638297872340424,0.09574468085106384,0.0851063829787234,1,144.4435206002288,0,0,0.12527524434108742,0.8884803921568627,6.8921568627450975,0.030344827586206893,0.4803921568627451,11.75,187052,8,5570.415492373073,6831.9894563256585,7452,5966.423340741167,CW
1333,instance2223-n95-k15-ERcLvlr,ERcLvlr,E,Rc,Lvlr,94,131.08856919046127,256.5,254.5,197.28353674716283,0.88,17.994312181590377,0.7292467206182933,0.0851063829787234,0.06382978723404255,0.20212765957446807,8,45.560786446431635,0,0,0.08801645452286133,0.9462121212121212,4.28125,0.08726981585268215,0.28125,6.2666666666666675,245009,15,14944.41942670593,16909.270364365915,16417,15860.309417433593,CW
1334,instance2225-n30-k2-CELvlr,CELvlr,C,E,Lvlr,29,122.68855995305503,248.5,250.0,193.4774778159975,0.01,10.1483252680985,0.12632770043276145,0.03448275862068965,0.0,0.13793103448275862,1,193.4774778159975,250,250,0.029876498349008525,0.6364594309799789,1.2729188619599578,0.0,0.09905163329820864,14.5,166000,2,3016.9687799119815,2937.1399589300945,2759,2758.3672056364703,SOM
1335,instance2226-n150-k20-RRcSvlr,RRcSvlr,R,Rc,Svlr,149,131.77518327343338,250.5,251.0,205.84977133700528,0.74,14.319755493260956,0.6427654718002879,0.026845637583892617,0.10738255033557048,0.1342281879194631,4,66.71966014874394,343,34,0.06701892701363857,0.972093023255814,14.511627906976745,0.10167464114832536,0.2325581395348837,7.45,247504,20,15686.65319115453,17290.141339664642,19055,17155.630725529663,CW
1336,instance2227-n120-k16-ECLvlr,ECLvlr,E,C,Lvlr,119,145.31492067846185,252.5,244.5,216.48030673490695,0.82,12.00658623671309,0.6030163054173043,0.04201680672268908,0.09243697478991596,0.08403361344537816,5,47.90299867378534,0,0,0.06867395813981929,0.9546319796954316,4.454314720812183,0.0897308075772682,0.2538071065989848,7.4375,242039,16,13707.35006969798,17244.44820859518,15374,14647.35907755365,CW
1337,instance2228-n135-k34-ECU,ECU,E,C,U,134,87.74992966653028,198.5,212.5,124.4813135785422,0.59,16.221264257049697,0.9187228543798778,0.00746268656716418,0.08955223880597014,0.08208955223880597,1,109.97772594512531,0,0,0.0,0.9852941176470588,30.5,0.08955223880597014,0.25,3.941176470588236,165060,34,20821.285056890974,23581.674169463193,22302,26486.499295934897,CW
1338,instance2229-n165-k29-EELvlr,EELvlr,E,E,Lvlr,164,122.7385350696426,247.0,250.0,187.81967656688644,0.01,3.0848800044933613,0.20241785478701893,0.03048780487804878,0.0,0.06097560975609756,5,122.9090909090909,0,0,0.100573628707281,0.9991560163973956,6.1713286713286735,0.0,0.34965034965034963,5.655172413793102,219150,29,25437.22229408028,33307.2946988255,30595,30154.539252341212,CW
1339,instance223-n185-k27-RRcMsfl,RRcMsfl,R,Rc,Msfl,184,128.8109148056605,250.0,249.5,197.60414920042018,0.66,11.680629659197038,0.6707560582219907,0.03804347826086957,0.11413043478260868,0.14130434782608695,7,51.901301020660064,338,289,0.2291686811871405,0.9724111866969009,7.704081632653061,0.09560823940924992,0.9897959183673468,6.814814814814816,244518,27,14796.530312358642,17935.241814884623,21125,17978.94704546495,CW
1340,instance2230-n125-k24-RRcSvlr,RRcSvlr,R,Rc,Svlr,124,125.20417096497913,252.5,250.0,180.67024960180663,0.77,14.197337048877694,0.6111144913618991,0.04838709677419355,0.1774193548387097,0.13709677419354838,6,44.503341554521256,349,353,0.10940151856160854,0.9761904761904762,11.428571428571427,0.17378048780487804,0.35714285714285715,5.166666666666667,236610,24,14293.263859191658,16950.01502765857,16161,15935.56432522276,CW
1341,instance2231-n30-k3-REU,REU,R,E,U,29,123.403475175022,248.5,250.0,186.78489469935448,0.07,5.17624127109256,0.06272872745472233,0.03448275862068965,0.0,0.1724137931034483,1,186.78489469935448,335,500,0.0,0.6904761904761905,2.071428571428572,0.0,0.07142857142857142,9.666666666666666,186750,3,3297.683545062543,3233.7929286087956,3170,3384.937884098028,GA
1342,instance2232-n130-k11-ERcSvsr,ERcSvsr,E,Rc,Svsr,129,133.88364215768829,247.0,246.0,201.92302523760281,0.8,12.295136498897312,0.5978696814653314,0.062015503875968984,0.2558139534883721,0.12403100775193797,8,36.797439574344224,0,0,0.01703676128646544,0.9146567717996288,2.4285714285714284,0.2576064908722109,0.1020408163265306,11.727272727272727,242060,11,11244.294873392566,12324.625303078948,13270,11285.048143859049,CW
1343,instance2233-n95-k12-CRcSvlr,CRcSvlr,C,Rc,Svlr,94,120.66975001839636,248.0,251.5,178.37536355775367,0.85,13.494405519850618,0.5573401604702108,0.05319148936170213,0.11702127659574467,0.18085106382978725,5,52.92026432965199,250,250,0.07214141771207337,0.9457364341085271,6.906976744186046,0.10655737704918032,0.2325581395348837,7.833333333333332,227046,12,6795.351095452774,7519.014742562849,7791,6902.162691017454,CW
1344,instance2234-n105-k11-CCSvlr,CCSvlr,C,C,Svlr,104,116.5340745232749,251.5,244.0,181.60222504057083,0.83,14.17886435736676,0.6685479337893316,0.038461538461538464,0.22115384615384612,0.0576923076923077,4,53.730425178589456,250,250,0.05543391101346667,0.965034965034965,3.3846153846153846,0.21195652173913046,0.19230769230769232,9.454545454545457,227896,11,6465.413520483535,6889.171024394743,7589,6487.641566519599,CW
1345,instance2235-n145-k23-RESvsr,RESvsr,R,E,Svsr,144,122.05210952196192,246.0,250.0,188.4922180502612,0.01,2.3354096923544065,0.13582744755019366,0.034722222222222224,0.0,0.06944444444444445,5,123.25418719211822,355,306,0.035485610052666844,0.973172987974098,4.829787234042553,0.0,0.2127659574468085,6.2608695652173925,190400,23,12749.886105614789,14373.33801934226,15970,13445.73663816679,CW
1346,instance2237-n100-k15-CEMsfl,CEMsfl,C,E,Msfl,99,122.97513358358809,249.5,250.0,191.3004873874427,0.0,1.8291688237717691,0.0739356840651483,0.0505050505050505,0.0,0.101010101010101,5,126.18421052631581,250,250,0.2210582883358447,0.9666666666666668,3.378787878787879,0.0,0.75,6.6,190000,15,8418.90677452056,9672.323757777687,10602,9296.617533696734,CW
1347,instance2238-n40-k3-RRcQ,RRcQ,R,Rc,Q,39,122.66680910727337,255.5,226.0,182.8256030175283,0.97,24.472338147454103,0.6997877108269123,0.07692307692307693,0.15384615384615385,0.10256410256410256,3,56.556166901867115,183,197,0.010056955758973793,0.7825745682888541,0.8430141287284144,0.16148445336008024,0.07692307692307693,13.0,210760,3,2766.1004784229935,2648.2407063386336,2598,2645.9018836465966,GA
1348,instance2239-n110-k20-CCQ,CCQ,C,C,Q,109,139.20519684023486,246.5,213.0,198.0949232806229,0.81,18.20082389990625,0.856339597823066,0.027522935779816515,0.14678899082568808,0.045871559633027525,3,60.74041257077383,250,250,0.035117946110163174,0.9828467153284672,8.712895377128953,0.16771877707637084,0.24330900243309006,5.45,206358,20,10940.673282886684,11422.950890253356,11595,11587.614381305058,CW
1349,instance2240-n175-k22-REQ,REQ,R,E,Q,174,121.74302335297831,245.0,250.0,187.3336493333749,0.01,0.32114035609682795,0.02289889030425309,0.02873563218390805,0.0,0.057471264367816084,5,121.72,3,247,0.022281428514160404,0.9639725226541946,4.358520900321543,0.0,0.1607717041800643,7.909090909090909,192000,22,15401.220578039516,16868.286284897276,21614,18496.903800165812,CW
1350,instance224-n115-k21-CESvlr,CESvlr,C,E,Svlr,114,120.876918746453,241.0,250.0,187.86672791521468,0.0,1.181667750583417,0.056692445272045464,0.04385964912280702,0.0,0.08771929824561403,5,121.61739130434782,250,250,0.07868725571943865,0.9607843137254902,4.647058823529412,0.0,0.29411764705882354,5.428571428571429,184800,21,10502.644280675586,11207.83684181727,13153,10986.661496492829,CW
1351,instance2242-n195-k36-RRcLvsr,RRcLvsr,R,Rc,Lvsr,194,126.15382604977209,249.0,253.0,186.7862812524301,0.6,10.440451381077963,0.6042564837345082,0.02577319587628866,0.04639175257731959,0.11855670103092784,5,61.44288493267163,415,244,0.03804128406611482,0.9911056376573618,30.660098522167488,0.03941736849371808,0.24630541871921185,5.388888888888888,244036,36,22043.08058259773,25723.75997912696,26120,26324.844454019432,CW
1352,instance2243-n25-k4-CRcSvlr,CRcSvlr,C,Rc,Svlr,24,138.64352188466628,258.0,247.0,198.3577342619999,0.99,44.99474603360497,0.8851997315626142,0.04166666666666666,0.125,0.125,1,163.9302284149064,250,250,0.06611907794275962,0.8372093023255814,2.7906976744186047,0.16666666666666666,0.2325581395348837,6.0,236192,4,2909.597439003323,3116.466882268117,2761,2899.1953639074654,GA
1353,instance2245-n50-k5-CRU,CRU,C,R,U,49,117.44450618234116,254.5,259.0,177.35230381852074,0.96,16.30161971679998,0.4651814310517328,0.061224489795918366,0.16326530612244894,0.061224489795918366,3,70.09131002860799,250,250,1.3877787807814454e-17,0.98,3.2,0.16326530612244894,0.1,9.8,206568,5,3685.582794983147,3600.300820813179,3607,3531.7038540257754,SOM
1354,instance2246-n55-k10-ERcMsfl,ERcMsfl,E,Rc,Msfl,54,130.80411974574938,263.0,249.0,201.38109811706025,0.95,19.175292724550108,0.5739710038253493,0.07407407407407407,0.12962962962962962,0.25925925925925924,4,64.25795402288465,0,0,0.26985229683064377,0.9918181818181818,3.036363636363636,0.11182401466544456,0.9,5.4,247005,10,9566.880652364647,11341.666404590791,9312,10965.246158632828,GA
1355,instance2247-n100-k8-RRSvsr,RRSvsr,R,R,Svsr,99,121.99500957233369,247.5,255.0,181.06415690057625,0.87,14.523047441840205,0.5629213817098927,0.040404040404040414,0.0505050505050505,0.15151515151515152,4,66.98766892490241,263,359,0.01700484055861952,0.8982843137254902,5.401960784313727,0.04229195088676671,0.09803921568627452,12.375,242550,8,6279.708684865138,6036.549169688618,7270,5801.153032208978,SOM
1356,instance2249-n90-k10-CEQ,CEQ,C,E,Q,89,121.23576369257809,242.5,250.0,188.76449875397591,0.0,0.8893881244738199,0.0331037763451794,0.05617977528089888,0.0,0.11235955056179776,5,122.77058823529413,250,250,0.018030115154431942,0.9102179836512262,1.9822888283378743,0.0,0.1362397820163488,8.9,183600,10,6112.241831560601,6087.672153057459,7437,5978.2590873007175,SOM
1357,instance2248-n120-k24-RCU,RCU,R,C,U,119,140.2706898245001,252.0,251.5,196.08059790646118,0.79,18.711105559387306,0.8965155001407218,0.025210084033613446,0.1176470588235294,0.07563025210084033,3,70.61630041624609,353,281,2.7755575615628914e-17,0.9916666666666668,13.8,0.1176470588235294,0.2,4.958333333333333,241572,24,12437.387292334171,13249.429973645107,13289,13321.567350417743,CW
1358,instance225-n145-k12-ERU,ERU,E,R,U,144,128.2041379435523,249.0,251.5,196.9412967657495,0.76,12.006237032730992,0.5553837830512257,0.02083333333333333,0.0763888888888889,0.125,3,106.43692040399799,0,0,0.0,1.0,8.0,0.0763888888888889,0.08333333333333333,12.0,246506,12,13529.961720029041,13943.176204775687,16457,13904.32446857785,CW
1359,instance2250-n185-k29-RRcSvsr,RRcSvsr,R,Rc,Svsr,184,116.1062177878037,247.0,253.5,172.49241575809498,0.59,12.089648136374382,0.6354574863046635,0.016304347826086956,0.08695652173913042,0.08152173913043477,3,75.46505078404286,256,288,0.03535510699506113,0.9885057471264368,23.75,0.08648255813953487,0.20833333333333331,6.344827586206898,242554,29,14234.495284424738,16072.352388650976,17902,14588.398032634886,CW
1360,instance2251-n175-k24-RRSvlr,RRSvlr,R,R,Svlr,174,125.13540479164972,249.5,250.5,191.79710074204903,0.67,10.774608116055763,0.544295266632351,0.02873563218390805,0.06896551724137931,0.11494252873563217,5,64.71739817877388,242,82,0.06638950585077978,0.999031007751938,15.906976744186045,0.07177497575169738,0.2325581395348837,7.25,249001,24,15588.696868744139,18058.74386496801,20648,16382.816176234586,CW
1361,instance2252-n55-k8-ECMsfl,ECMsfl,E,C,Msfl,54,101.8301431222202,195.0,273.5,137.85912748826348,0.92,15.935983735685346,0.5911556537833185,0.05555555555555555,0.07407407407407407,0.1851851851851852,3,59.246803469306535,0,0,0.2328588524012109,0.97008547008547,4.9572649572649565,0.1134361233480176,0.8547008547008547,6.75,193333,8,7178.768425877251,8842.774316300172,7574,7274.033048957304,CW
1362,instance2253-n185-k11-RRLvlr,RRLvlr,R,R,Lvlr,184,126.17503402125249,251.0,251.0,189.34653462756032,0.64,10.443024586852808,0.5762466901427779,0.043478260869565216,0.09239130434782608,0.15217391304347827,8,50.8529844827911,224,475,0.036125794127091104,0.9826267482517482,4.2704326923076925,0.07750472589792061,0.1201923076923077,16.727272727272727,248004,11,10159.47086573869,10296.445204252792,16591,9992.949327332175,SOM
1363,instance2254-n200-k15-RRcMsfl,RRcMsfl,R,Rc,Msfl,199,136.6728822238893,250.0,250.5,212.25966023341758,0.63,11.69137916496432,0.6472079392175513,0.04020100502512563,0.1708542713567839,0.1407035175879397,8,45.14311358689579,82,66,0.0927936855060302,0.9375886524822696,4.0212765957446805,0.15949859520207474,0.2978723404255319,13.266666666666667,249500,15,12158.843923999211,14076.40028095728,19096,13331.218976644404,CW
1364,instance2255-n165-k10-CCMsfl,CCMsfl,C,C,Msfl,164,153.77168792906718,245.0,255.0,200.140239081716,0.65,12.98410250123704,0.8426139494535555,0.024390243902439025,0.12195121951219512,0.08536585365853659,4,44.70443967376431,250,250,0.07733445428119443,0.9264864864864863,5.5,0.1455659276546091,0.2702702702702703,16.4,240100,10,6735.3636850689445,6793.238622445733,8696,6773.512243965189,CW
1365,instance2257-n145-k15-ECSvlr,ECSvlr,E,C,Svlr,144,113.72867270211462,247.5,242.0,185.2234622242605,0.65,10.606930895658984,0.6206064704171915,0.027777777777777776,0.125,0.09722222222222222,4,43.566196253464845,0,0,0.05280030944773036,0.9604938271604938,10.148148148148149,0.13881748071979436,0.1851851851851852,9.6,233772,15,10731.833341954514,12768.65952565238,12840,11324.265282940023,CW
1366,instance2256-n110-k5-CRcSvsr,CRcSvsr,C,Rc,Svsr,109,134.61778778426716,251.5,254.5,193.89080999489784,0.83,17.366315512666908,0.7752383433333566,0.027522935779816515,0.21100917431192664,0.045871559633027525,3,66.34772551323833,250,250,0.010007611349021676,0.951190476190476,1.9107142857142856,0.21151439299123906,0.05952380952380953,21.8,233289,5,5178.641392046009,4756.152846171342,5848,4639.809746398514,SOM
1367,instance2258-n80-k8-ERSvsr,ERSvsr,E,R,Svsr,79,132.71783094835044,249.5,249.0,201.4827928422844,0.91,18.709055699987005,0.6874930986909014,0.0759493670886076,0.18987341772151897,0.16455696202531644,6,60.62108031448239,0,0,0.021505495235897492,0.9070121951219512,1.7682926829268293,0.1899159663865546,0.12195121951219512,9.875,247504,8,8337.867194219572,9126.406793423947,8772,8452.26966094839,CW
1368,instance2259-n75-k5-CRcLvsr,CRcLvsr,C,Rc,Lvsr,74,125.52878392242823,250.5,245.5,175.28192358432634,0.91,22.554316579208738,0.7246666709396893,0.054054054054054064,0.13513513513513514,0.13513513513513514,4,59.04434865858449,250,250,0.013242259231998395,0.9807207207207208,2.7900900900900902,0.1331986037111887,0.09009009009009007,14.8,240099,5,4449.298117014187,4260.261330594044,4891,4253.690646750429,SOM
1369,instance2261-n135-k10-RCQ,RCQ,R,C,Q,134,114.35527863314303,238.5,241.0,141.9640308963299,0.66,15.557761609465945,0.9688049312760586,0.01492537313432836,0.17164179104477612,0.05223880597014925,2,59.82264448651552,448,280,0.012855530996492285,0.9280878316559928,5.457456541628544,0.16285488958990535,0.09149130832570906,13.4,216618,10,7759.400244402166,7987.057695280545,9404,7438.2444586847105,SOM
1370,instance2260-n40-k3-CCMsfl,CCMsfl,C,C,Msfl,39,124.40404513329894,246.5,204.5,180.1575812870066,0.98,23.851925318274393,0.8829000446475981,0.07692307692307693,0.1794871794871795,0.2307692307692308,3,42.75790097867579,250,250,0.08247593059161924,0.7750677506775068,1.184281842818428,0.12703962703962704,0.25474254742547425,13.0,191277,3,2515.4699767558964,2355.2074666645826,2352,2238.09846591688,SOM
1371,instance2262-n55-k3-CEMsfl,CEMsfl,C,E,Msfl,54,122.33224393494984,247.0,250.0,191.67110097355325,0.01,0.5667557862184751,0.012625179522890292,0.0925925925925926,0.0,0.1851851851851852,5,125.1818181818182,250,250,0.08080056221891173,0.8660801564027371,0.841642228739003,0.0,0.2873900293255132,18.0,180000,3,3551.749388818007,3563.2837806509874,3551,3388.8982890059788,SOM
1372,instance2263-n90-k6-RRMsfl,RRMsfl,R,R,Msfl,89,127.91495569376944,253.5,244.5,191.57443696989742,0.89,15.623169440890255,0.4959262228717037,0.10112359550561796,0.21348314606741567,0.25842696629213485,9,41.286291798530456,498,285,0.09511255146982164,0.8582295988934993,1.4439834024896263,0.23932312651087834,0.3983402489626556,14.833333333333336,235189,6,5576.989230183862,5821.1965834973025,6771,5511.3960487669865,SOM
1373,instance2265-n20-k2-REU,REU,R,E,U,19,124.9316074764196,249.5,250.0,186.52302090988982,0.06,13.573170522262494,0.14199337160138634,0.05263157894736842,0.0,0.2631578947368421,1,186.52302090988982,462,400,1.3877787807814454e-17,0.7916666666666666,1.5833333333333333,0.0,0.08333333333333333,9.5,160000,2,2647.5658540388554,2528.216680059333,2471,2470.593142890843,SOM
1374,instance2264-n105-k27-CELvsr,CELvsr,C,E,Lvsr,104,120.87673872097065,241.0,250.0,188.00421964315663,0.0,1.2361318610981515,0.05414845449115808,0.04807692307692308,0.0,0.09615384615384616,5,121.68095238095242,250,250,0.05242643741353701,0.9981677790865071,5.653710247349824,0.0,0.353356890459364,3.851851851851852,184000,27,13374.452759755186,14522.13023742751,14749,13543.764646541504,CW
1375,instance2266-n35-k3-CCU,CCU,C,C,U,34,140.38489375864992,265.0,249.5,184.17661247133182,0.98,26.120519224923328,0.9674564381951712,0.05882352941176471,0.2647058823529412,0.1176470588235294,2,51.67364131687357,250,250,1.3877787807814454e-17,0.9444444444444444,1.3333333333333333,0.2647058823529412,0.08333333333333333,11.333333333333336,208236,3,2674.3742673026736,2561.886115599182,2485,2561.886115599182,GA
1376,instance2267-n25-k2-CRcU,CRcU,C,Rc,U,24,139.17322308689018,254.5,258.5,204.44716376971368,1.0,40.18078980871484,0.6968312360143951,0.04166666666666666,0.125,0.08333333333333333,1,199.8272827173165,250,250,0.0,0.9230769230769232,1.6153846153846154,0.125,0.07692307692307693,12.0,228475,2,2642.7632594443166,2441.3173568429793,2308,2441.3173568429793,GA
1377,instance2268-n20-k2-EEQ,EEQ,E,E,Q,19,128.71487207733512,249.5,250.0,183.27847341024417,0.11,13.93257028613607,0.13511626712969368,0.05263157894736842,0.0,0.2631578947368421,1,183.27847341024417,0,0,0.011081161140494577,0.6195286195286195,1.239057239057239,0.0,0.08333333333333333,9.5,196650,2,2981.741609570001,2953.1776761513765,2733,2732.8046418564977,SOM
1378,instance2269-n110-k12-ECQ,ECQ,E,C,Q,109,140.9718739337065,245.5,228.0,204.67308870120567,0.8,20.529558196155516,0.9503410468150784,0.027522935779816515,0.1834862385321101,0.05504587155963303,3,49.41094159036177,0,0,0.019393306723147704,0.9243606415257912,5.794538361508452,0.182063305978898,0.13003901170351104,9.083333333333334,222460,12,11073.32901966125,11476.184272382949,11930,11088.505105742592,CW
1379,instance227-n60-k9-RCSvlr,RCSvlr,R,C,Svlr,59,109.47628031311308,257.0,186.5,170.80812235729897,0.93,12.224638836418814,0.5311302105213158,0.0847457627118644,0.1694915254237288,0.1864406779661017,5,39.7818907895618,238,276,0.0743014825626007,0.9506172839506172,3.7222222222222223,0.1331168831168831,0.2777777777777778,6.5555555555555545,180306,9,5225.904154759151,5245.251264886567,5464,5066.709904225146,SOM
1380,instance2270-n105-k26-EEU,EEU,E,E,U,104,121.53927144545172,241.0,250.0,185.0734983635166,0.02,3.656196529779599,0.15653665052474675,0.04807692307692308,0.0,0.09615384615384616,5,119.38095238095238,0,0,0.0,1.0,5.25,0.0,0.25,4.0,211950,26,21704.727973075464,26030.236081983192,22744,24000.867620162782,CW
1381,instance2271-n155-k18-CRSvlr,CRSvlr,C,R,Svlr,154,124.35846081375969,253.0,251.0,188.77684898904212,0.72,11.556420958103745,0.5191040369463005,0.05194805194805195,0.2077922077922078,0.2077922077922078,8,47.40431230007061,250,250,0.05556696533947384,0.9677777777777776,5.02,0.21354764638346727,0.2,8.555555555555555,245024,18,10291.353941980718,11049.025716887263,15058,10458.49249283941,CW
1382,instance2272-n50-k3-CCLvsr,CCLvsr,C,C,Lvsr,49,111.61176729203872,210.5,250.0,148.58771599951808,0.95,20.696699017521482,0.7364796377086262,0.061224489795918366,0.2653061224489796,0.061224489795918366,3,44.13898845793583,250,250,0.009779483949128002,0.8393602225312935,1.0535465924895688,0.23943661971830985,0.06954102920723226,16.333333333333332,186676,3,2495.5206755011013,2459.435499577122,2583,2430.836887504778,SOM
1383,instance2273-n175-k9-CRcSvsr,CRcSvsr,C,Rc,Svsr,174,129.42873192855552,246.0,242.5,195.36927968171275,0.67,10.849246222800922,0.5785479801409477,0.017241379310344827,0.08620689655172414,0.09770114942528736,3,84.01656545432536,250,250,0.009930597737912172,0.8895502645502645,5.7857142857142865,0.09516728624535316,0.05952380952380953,19.33333333333333,234728,9,7134.482385358825,6806.8806389785705,11825,6528.40268030351,SOM
1384,instance2274-n85-k10-CEQ,CEQ,C,E,Q,84,122.0940487988226,246.0,250.0,190.29660702477003,0.0,0.6099088419741165,0.02109981748791205,0.05952380952380953,0.0,0.11904761904761905,5,124.35882352941178,250,250,0.020172872353453275,0.9473149492017416,2.0333817126269955,0.0,0.14513788098693758,8.4,185600,10,6090.587474074264,6262.477590471795,6565,6153.0491480207575,CW
1385,instance2275-n55-k4-ERcSvsr,ERcSvsr,E,Rc,Svsr,54,118.42351785302608,261.0,255.5,169.41063785152824,0.95,27.874241226715817,0.8005679422410427,0.018518518518518517,0.25925925925925924,0.07407407407407407,1,120.98720896355628,0,0,0.015367256251807062,0.90929203539823,2.725663716814159,0.25060827250608275,0.08849557522123894,13.5,239598,4,4593.531201274343,5039.879247153995,4981,4620.39386797893,CW
1386,instance2276-n180-k15-CRU,CRU,C,R,U,179,121.50162708370516,249.0,250.5,189.79912131391316,0.64,9.86908914959306,0.5191757520082629,0.0223463687150838,0.06145251396648045,0.12849162011173185,4,71.38778918882066,250,250,1.3877787807814454e-17,0.9944444444444444,11.416666666666664,0.06145251396648045,0.08333333333333333,11.933333333333335,245520,15,9843.348459296129,9495.579582483118,13125,9439.837130562591,SOM
1387,instance2277-n40-k5-CELvsr,CELvsr,C,E,Lvsr,39,122.45283790495176,248.0,250.0,192.4093687809066,0.01,6.4009214080314125,0.10571298774618353,0.02564102564102564,0.0,0.10256410256410256,1,192.4093687809066,250,250,0.0215640905851894,0.9277070063694268,4.638535031847134,0.0,0.1592356687898089,7.8,173600,5,3892.524854801394,3795.795631779398,3849,3718.693234176098,SOM
1388,instance2278-n60-k4-ERcSvlr,ERcSvlr,E,Rc,Svlr,59,136.30631975918496,251.0,239.5,203.4371589840586,0.96,20.275423842216316,0.6118764636434298,0.03389830508474576,0.11864406779661014,0.15254237288135594,2,111.85734148749997,0,0,0.023071015667273664,0.7857142857142857,2.044642857142857,0.09375,0.08928571428571429,14.75,236052,4,5313.804532780862,5115.03898320637,5131,4903.893080675818,SOM
1389,instance2279-n25-k4-CELvlr,CELvlr,C,E,Lvlr,24,122.8785038492809,250.0,250.0,195.2462773686477,0.0,0.0,0.0,0.04166666666666666,0.0,0.16666666666666666,1,195.2462773686477,250,250,0.08556560318377722,0.9048295454545454,3.6193181818181817,0.0,0.28125,6.0,160000,4,3230.7135789365266,3107.106781186548,3088,3024.2640687119283,SOM
1390,instance228-n100-k6-REQ,REQ,R,E,Q,99,123.2614956054683,249.5,250.0,189.31020271392745,0.02,2.6078371156488456,0.103236587804476,0.0505050505050505,0.0,0.101010101010101,5,125.65789473684212,182,497,0.009737643647748151,0.905658143939394,1.1690340909090908,0.0,0.07102272727272728,16.5,212325,6,6214.258648561807,6308.454054389506,7981,5910.382894209453,SOM
1391,instance2280-n65-k9-EESvsr,EESvsr,E,E,Svsr,64,123.40846932554935,247.0,250.0,186.319827349093,0.03,4.691261620487321,0.12159235616979785,0.078125,0.0,0.15625,5,121.01538461538462,0,0,0.031654153093359665,0.9676767676767676,1.9090909090909087,0.0,0.18181818181818185,7.111111111111112,213750,9,9387.971895367706,10714.426743239725,10424,9706.205472690051,CW
1392,instance2282-n40-k3-RRU,RRU,R,R,U,39,133.92292121580542,250.0,241.0,208.5533737042517,0.98,20.405449087424213,0.5290173422221291,0.07692307692307693,0.15384615384615385,0.15384615384615385,3,85.59980332646545,273,42,0.0,0.8125,1.1875,0.15384615384615385,0.0625,13.0,239040,3,3410.9777808726935,3257.1434186627157,3071,3029.434362448823,SOM
1393,instance2281-n150-k13-CCSvlr,CCSvlr,C,C,Svlr,149,169.3618610921217,250.0,247.5,227.97879657570428,0.7,16.699097762972492,1.1147790712746597,0.040268456375838924,0.16778523489932887,0.10738255033557048,6,31.371295175111985,250,250,0.0463181803615985,1.0,4.433333333333334,0.1346153846153846,0.16666666666666666,11.461538461538463,243540,13,8567.0439390041,8708.740297828359,10896,8597.487157861988,CW
